"Absorb, 25 PP; Special, Grass; 10ft. Deals 1d10 + Special Attack modifier damage, and restores HP to the user equal to half the damage dealt."
"Apple Acid, 10; Special, Grass; 15ft. Deals 3d12 + Special Attack modifier damage and reduces the target's Special Defense by 1 stage."
"Aromatherapy, 3 PP; Status, Grass; 15ft radius. Heals all targets in range of all status conditions."
"Bloom Doom; Physical or Special, Grass; 30ft. Grass type Z-Move. Deals 8d12 + Attack or Special Attack modifier damage."
"Branch Poke, 30 PP; Physical, Grass; 10ft. Deals 1d12 + Attack modifier damage."
"Bullet Seed, 15 PP; Physical, Grass; 15ft. Roll a d4+1, making a number of attacks equal to the roll. Deals 1d6 + Attack modifier damage."
"Chloroblast, 5 PP; Special, Grass; 25ft cone. Make a separate attack on each target. Deals 6d12 + Special Attack modifier damage, and the user takes recoil equal to half the damage dealt."
"Cotton Guard, 10 PP; Status, Grass; Self. Increases user's Defense by 3 stages."
"Cotton Spore, 30 PP; Status, Grass; 10ft radius. Make an attack roll using Special Attack on each target. On hit, the target's Speed is reduced by 2 stages."
"Drum Beating, 10 PP; Physical, Grass; 30ft. Deals 4d10 + Attack modifier damage and lowers the target's Speed by 1 stage."
"Energy Ball, 10 PP; Special, Grass; 30ft. Deals 4d12 + Special Attack modifier damage, and on hit, roll a d10. On a 9-10, the target's Sp. Defense is reduced by 1 stage."
"Flower Trick, 3 PP; Physical, Grass; 30ft. Automatically hits, and automatically crits. Deals 3d10 + Attack modifier damage."
"Forest's Curse, 20 PP; Status, Grass; 30ft. Adds Grass type to the target's typing, even if it has 2 typings already."
"Frenzy Plant, 5 PP; Special, Grass; 30ft. Deals 6d12 + Special Attack modifier damage and forces the user to skip its next turn to recharge."
"G-Max Drum Solo; Physical or Special, Grass; 50ft. Rillaboom's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and ignores the target's abilities."
"G-Max Sweetness; Physical or Special, Grass; 50ft. Appletun's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and heals the user and all allies in range of status conditions."
"G-Max Tartness; Physical or Special, Grass; 50ft. Flapple's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and the next attack against the target is made at advantage."
"G-Max Vine Lash; Physical or Special, Grass; 50ft. Venusaur's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and the target takes 2d6 + Special Attack modifier Water damage at the end of each of it's turns for 3 rounds."
"Giga Drain, 10 PP; Special, Grass; 30ft. Deals 3d12 + Special Attack modifier damage, and restores HP to the user equal to half of the damage dealt."
"Grass Knot, 20 PP; Special, Grass; 30ft. Deals 5d12 + Special Attack modifier damage if the target is weight Massive, 4d12 + Special Attack modifier damage if the target is weight Large, 3d10 + Special Attack modifier damage if the target is weight Medium, and 2d8 + Special Attack modifier damage if the target is at or below weight Small."
"Grass Pledge, 5 PP; Special, Grass; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 4d12 + Special Attack modifier damage. As a reaction, when the user uses this move, an individual can use its reaction to use Fire Pledge. This nullifies the attack of the user who used Grass Pledge, and the other individual uses Fire Pledge to deal 6d10 + Special Attack modifier Fire damage, creating a field of raging fire in a 30 foot radius centered on the target. For 5 turns, any individual who ends its turn in the area takes 1d10 + Special Attack modifier Fire damage."
"Grass Whistle, 15 PP; Status, Grass; 15ft. Make an attack roll using Special Attack. On hit, the target falls asleep."
"Grassy Glide, 20 PP; Physical, Grass; Melee. Deals 3d10 + Attack modifier damage on hit. When in Grassy Terrain, the move has priority, and the user can move a number of feet up to the user's walking speed before making the attack roll."
"Grassy Terrain, 10 PP; Status, Grass; 30ft. User creates Grassy Terrain centered on the target point in range."
"Grav Apple, 10 PP; Physical, Grass; 30ft. Deals 4d10 + Attack modifier damage and lowers target's Defense by 1 stage. Deals 5d12 + Attack modifier damage if Gravity is active."
"Horn Leech, 10 PP; Physical, Grass; 15ft line. Make a separate attack on each target, moving to the end of the line. Deals 3d12 + Attack modifier damage, and restores HP to the user equal to half the damage dealt."
"Ingrain, 3 PP; Status, Grass; Self. The user becomes unable to move more than 15ft on its turn or switch out as long as it is in battle. At the end of each of its turns, it restores 2dX HP, where X is dependent upon the user's HP class."
"Ivy Cudgel, 10 PP; Physical, Grass; Melee. Deals 4d12 + Attack modifier damage, and crits on a 19-20. Changes type depending on the mask Ogerpon is wearing. If the user is not Ogerpon, a held mask does not change the type."
"Jungle Healing, 3 PP; Status, Grass; 15ft radius. Restores HP to all targets in range equal to 25% of a target's max HP, and restores them of any status conditions."
"Leaf Blade, 15 PP; Physical, Grass; Melee. Deals 5d10 + Attack modifier damage. Crits on a 19-20."
"Leaf Storm, 5 PP; Special, Grass; 15ft radius. make a separate attack on each target. Deals 6d10 + Special Attack modifier damage, and on a hit, lowers user's Special Attack by 2 stages."
"Leaf Tornado, 5 PP; Special, Grass; 30ft. Summons a swirling tornado of leaves, and when used, the target takes 2d10 + Special Attack modifier damage. The tornado lasts 1d4+1 turns, and the user of the move can move it up to 30 feet each turn without the need for an action. When the tornado enters a target's space, it takes damage. This tornado can hit multiple targets in a turn, but once an individual is hit, it cannot be hit by the tornado again until the next turn."
"Leafage, 30 PP; Physical, Grass; 15ft. Deals 1d10 + Attack modifier damage."
"Leech Seed, 5 PP; Status, Grass; 30ft. Make an attack roll using Special Attack. On hit, the target is seeded and takes 1d12 damage at the end of each turn (minimum of 6) and the user restores HP equal to the damage dealt."
"Magical Leaf, 5 PP; Special, Grass; 30ft. Automatically hits. Deals 3d10 + Special Attack modifier damage."
"Matcha Gotcha, 3 PP; Special, Grass; 15ft cone. Make a separate attack on each target. On hit, deals 3d12 + Special Attack modifier and restores HP equal to half the damage dealt, and on hit, roll a d10. On a 9-10, the target is burned."
"Max Overgrow; Physical or Special, Grass; 50ft. Grass type max move. Deals 6d10 + Attack or Special Attack modifier damage, and summons grassy terrain centered on the target."
"Mega Drain, 10 PP; Special, Grass; 30ft. Deals 2d10 + Special Attack modifier damage and restores HP to the user equal to half the damage dealt."
"Needle Arm, 15 PP; Physical, Grass; Melee. Deals 3d10 + Attack modifier damage, and on hit, roll a d10. On an 8-10, the target flinches."
"Petal Blizzard, 10 PP; Physical, Grass; 15ft radius. make a separate attack on each target. Deals 4d10 + Special Attack modifier damage."
"Petal Dance, 10 PP; Special, Grass; 15ft radius. Roll 1d2+1 and be forced to use this move for that many turns. make a separate attack on each target. Deals 5d12 + Special Attack modifier damage, and once the duration of the user being forced to use this move ends, it becomes confused."
"Power Whip, 10 PP; Physical, Grass; 20ft. Deals 5d12 + Attack modifier damage."
"Razor Leaf, 15 PP; Physical, Grass; 15ft cone. make a separate attack on each target. Deals 3d10 + Attack modifier damage, and crits on a 19-20."
"Sappy Seed, 3 PP; Physical, Grass; 15ft. Eevee only. Deals 4d10 + Attack modifier damage and plants a leech seed on the target."
"Seed Bomb, 10 PP; Physical, Grass; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 3d10 + Attack modifier damage."
"Seed Flare, 5 PP; Special, Grass; 15ft radius. Make a separate attack on each target. Deals 5d12 + Special Attack modifier damage, and on hit, roll a d10. On a 7-10, reduce the target's Special Defense by 2 stages."
"Sleep Powder, 10 PP; Status, Grass; 30ft. Make an attack roll using Special Attack. On hit, the target falls asleep."
"Snap Trap, 15 PP; Physical, Grass; 15ft. Deals 1d12 + Attack modifier damage. On hit, the target cannot move or be switched out for 1d4+1 turns. At the end of each of the target's turns, it takes 1d8 damage."
"Solar Beam, 10 PP; Special, Grass; 50ft line. The user takes the turn to charge, and on its next turn, it makes a separate attack on each target. Deals 5d12 + Special Attack modifier damage. If the weather is sunny, the user doesn't have to charge."
"Solar Blade, 10 PP; Physical, Grass; 20ft cone. The user takes the turn to charge, and on its next turn, it makes a separate attack on each target. Deals 5d12 + Attack modifier damage. If the weather is sunny, the user doesn't have to charge."
"Spicy Extract, 15 PP; Status, Grass; 10ft. Make an attack roll using Attack. On hit, reduces the target's Defense by 2 stages and increases the target's Attack by 2 stages."
"Spiky Shield, 2 PP; Status, Grass; Self. Uses a reaction to block an attack or move completely when hit. If the triggering attack makes contact, the attacker takes 2dX + Attack modifier damage, where X is dependent on the attacker's HP class. This only blocks the move that Detect is used on."
"Spore, 3 PP; Status, Grass; 10ft. Make an attack roll using Special Attack, and on hit, puts the target to sleep."
"Strength Sap, 3 PP; Status, Grass; 15ft. Make an attack roll using Special Attack, and on hit, reduces the target's Attack by 1 stage and restores 3d10 HP to the user."
"Stun Spore, 10 PP; Status, Grass; 30ft. Make an attack roll using Special Attack, and on hit, the target is paralyzed."
"Synthesis, 1 PP; Status, Grass; Self. In normal weather, restores 1/4 of max HP, in harsh sunlight, restores 1/ 2 of max HP, and restores 1/8 of max HP in other weather."
"Syrup Bomb, 10 PP; Special, Grass; 20ft. Deals 3d12 + Special Attack modifier damage, and on hit, the target's Speed is reduced by 1 stage at the end of each turn for 3 turns, and its movement speeds are halved until the end of its next turn."
"Trailblaze, 20 PP; Physical, Grass; Melee. The user can move half of its movement speed before making the attack. Deals 2d10 + Attack modifier damage and raises the user's Speed by 1 stage."
"Trop Kick, 15 PP; Physical, Grass; 20ft. The user moves adjacent to the target before making the attack roll. Deals 3d12 + Attack modifier damage, and on hit, target's Attack is lowered by 1 stage."
"Vine Whip, 25 PP; Physical, Grass; 15ft. Deals 1d12 + Attack modifier damage."
"Wood Hammer, 10 PP; Physical, Grass; Melee. Deals 5d12 + Attack modifier damage, and user takes recoil equal to 1/3 of the damage dealt."
"Worry Seed, 10 PP; Status, Grass; 30ft. Make an attack roll using Special Attack, and on hit, changes the target's abilities to Insomnia."
"10,000,000 Volt Thunderbolt; Special, Electric; 50ft. Hat Pikachu's Z-Move, using Thunderbolt. Deals 8d20 + Special Attack modifier damage, and it crits on an 18-20."
"Aura Wheel, 10 PP; Physical, Electric; Melee. Deals 4d12 + Attack modifier damage, and increases user's Speed by 1 stage. Changes to Dark depending on Morpeko's form."
"Bolt Beak, 10 PP; Physical, Electric; 10ft. Deals 4d10 + Attack modifier damage. If the user attacks before the target, or the target has just been switched in, deals 7d10 + Attack modifier damage instead."
"Bolt Strike, 5 PP; Special, Electric; 30ft. Deals 6d10 + Special Attack modifier damage, and on hit, roll a d10. On a 9-10, the target is paralyzed."
"Buzzy Buzz, 3 PP; Special, Electric; 15ft. Eevee only. Deals 4d12 + Special Attack modifier damage and paralyzes the target."
"Catastropika; Physical, Electric; 50ft. Pikachu's Z-Move, using Volt Tackle. Deals 9d10 + Special Attack modifier damage."
"Charge, 20 PP; Status, Electric; Self. The user's next Electric move will gain two additional damage dice, and raises the user's Special Defense by 1 stage."
"Charge Beam, 10 PP; Special, Electric; 20ft line. Make a separate attack on each target. Deals 2d12 + Special Attack modifier, and on hit, roll a d10. On a 4-10, increase the user's Special Attack by 1 stage."
"Discharge, 15 PP; Special, Electric; 15ft radius. Make a separate attack on each target. Deals 3d12 + Special Attack modifier damage, and on hit, roll a d10. On a 8-10, the target is paralyzed."
"Double Shock, 5 PP; Physical, Electric; 20ft. User must be an Electric type. Deals 5d12 + Attack modifier damage, and the user loses its Electric typing on use."
"Eerie Impulse, 15 PP; Status, Electric; 15ft. Make an attack roll using Special Attack, and on hit, reduce the target's Special Attack by 2 stages."
"Electric Terrain, 10 PP; Status, Electric; 30ft. User creates Electric Terrain centered on the target point in range."
"Electrify, 15 PP; Status, Electric; 15ft. Make an attack roll using Special Attack, and on hit, the target's next move becomes Electric type."
"Electro Ball, 10 PP; Special, Electric; 30ft. Deals 6d12 + Special Attack modifier damage if the user is 20 or more Speed faster than the target, 4d12 + Special Attack modifier damage if the user is 15 or more Speed faster than the target, 3d10 + Special Attack modifier damage if the user is 10 or more Speed faster than the target, 2d10 + Special Attack modifier damage if the user is 1 or more Speed faster than the target, or 1d12 + Special Attack modifier damage if the user is the same or lower Speed than the target."
"Electro Drift, 5 PP; Special, Electric; 25ft. The user moves adjacent to the target before making the attack roll. Deals 5d12 + Special Attack modifier damage. If the move is super effective, it gains an additional 2 dice of damage."
"Electro Shot, 5 PP; Special, Electric; 30ft. Raises the user's Special Attack by 1 stage, then ends its turn. On the next turn, deals 5d10 + Special Attack modifier damage, but the user fires the shot immediately in rain."
"Electroweb, 15 PP; Special, Electric; 30ft. Deals 2d12 + Special Attack modifier damage, and creates a 25ft radius of electric webbing centered around the target. Individuals who end their turn in the webbing take 2d6 Electric damage, and it is considered difficult terrain."
"Fusion Bolt, 5 PP; Special, Electric; 30ft. Deals 5d12 + Special Attack modifier damage. If Fusion Flare was used in the same round, deals 7d12 + Special Attack modifier damage."
"G-Max Stun Shock; Physical or Special, Electric; 50ft. Toxtricity's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and roll a d10 for each target within 30ft of the original target. On a 6-10, roll a d20. On evens, the target is paralyzed, and on odds, the target is poisoned."
"G-Max Volt Crash; Physical or Special, Electric; 50ft. Pikachu's Gigantamax move. Deals 6d12 + Attack or Special Attack modifier damage and paralyzes the target and all targets within a 20 foot radius of it."
"Gigavolt Havoc; Physical or Special, Electric; 30ft. Electric type Z-Move. Deals 8d12 + Attack or Special Attack modifier damage."
"Ion Deluge, 20 PP; Status, Electric; 30ft radius. Makes all Normal type moves during the round into Electric type moves, and the move has priority."
"Magnet Rise, 5 PP; Status, Electric; Self. Makes the user immune to Ground type moves, and it gains a hovering speed of 30 feet for 5 turns."
"Magnetic Flux, 20 PP; Status, Electric; 30ft radius. Increases the Defense and Special Defense of the user and all allies in range by 1 stage if they have the ability Plus or Minus."
"Max Lightning; Physical or Special, Electric; 50ft. Electric type max move. Deals 6d10 + Attack or Special Attack modifier damage, and summons electric terrain centered on the target."
"Nuzzle, 20 PP; Physical, Electric; Melee. Deals 1d10 + Attack modifier damage and paralyzes the target."
"Overdrive, 10 PP; Special, Electric; 15ft radius. Make a separate attack on each target. Deals 4d10 + Special Attack modifier damage."
"Parabolic Charge, 3 PP; Special, Electric; 15ft radius. Make a separate attack on each target. On hit, deals 3d12 + Special Attack modifier damage and restores HP equal to half of the total damage dealt."
"Pika Papow, 1 PP; Special, Electric; 15ft. Pikachu only. Deals 5d12 + Attack modifier damage if user adores its trainer, 3d10 + Attack modifier damage if user strongly likes its trainer, 2d6 + Attack modifier damage if the user likes its trainer or 1d10 + Attack modifier damage if the user is neutral toward its trainer."
"Plasma Fists, 10 PP; Physical, Electric; 20ft cone. Make a separate attack on each target. Deals 5d12 + Attack modifier damage, and on hit, all Normal type moves for the rest of the round become Electric type."
"Rising Voltage, 15 PP; Special, Electric; 15ft radius. Make a separate attack on each target. Deals 3d12 + Special Attack modifier damage. In Electric Terrain, becomes a 25ft cone that deals 6d12 + Special Attack modifier damage."
"Shock Wave, 10 PP; Special, Electric; 10ft radius. Automatically hits all targets, Deals 2d12 + Special Attack modifier damage."
"Spark, 20 PP; Physical, Electric; Melee. Deals 2d10 + Attack modifier damage and on hit, roll a d10. On an 8-10, the target is paralyzed."
"Stoked Sparksurfer; Special, Electric; 50ft. Alolan Raichu's Z-Move, using Thunderbolt. Deals 7d12 + Special Attack modifier damage and paralyzes the target."
"Supercell Slam, 10 PP; Physical, Electric; 20ft. The user moves adjacent to the target before making the attack roll. Deals 6d12 + Attack modifier damage. If the attack misses, the user takes 3d12 recoil damage."
"Thunder, 10 PP; Special, Electric; 50ft. Deals 5d10 + Special Attack modifier damage, and on hit, roll a d10. On a 10, the target is paralyzed. This move automatically hits in rainy weather."
"Thunder Cage, 10 PP; Special, Electric; 30ft. Deals 3d12 + Special Attack modifier damage. The target becomes unable to move or switch out for 1d4+1 turns, and it takes 1d8 damage at the end of each turn."
"Thunderclap, 10 PP; Special, Electric; 30ft. Uses a reaction against a target using a priority move to make an attack against them using this move. Deals 3d12 + Special Attack modifier damage."
"Thunder Fang, 15 PP; Physical, Electric; Melee. Deals 3d10 + Attack modifier damage, and on hit, roll a 2d10. On a 10, on the first die, the target is paralyzed. On a 10, on the second die, the target flinches."
"Thunder Punch, 15 PP; Physical, Electric; Melee. Deals 3d12 + Attack modifier damage, and on hit, roll a d10. On a 10, the target is paralyzed."
"Thunder Shock, 30 PP; Special, Electric; 15ft. Deals 1d12 + Special Attack modifier damage, and on hit, roll a d10. On a 10, the target is paralyzed."
"Thunder Wave, 20 PP; Status, Electric; 30ft. Make an attack roll using Special Attack. On hit, the target is paralyzed."
"Thunderbolt, 15 PP; Special, Electric; 30ft. Deals 4d10 + Special Attack modifier damage, and on hit, roll a d10. On a 10, the target is paralyzed."
"Volt Switch, 20 PP; Special, Electric; 15ft. Deals 3d10 + Attack modifier damage, and on hit, the user switches out, or moves 30 feet without taking opportunity attacks."
"Volt Tackle, 15 PP; Physical, Electric; Melee. Deals 5d10 + Attack modifier damage, and on hit, roll a d10. On a 10, the target is paralyzed. User takes recoil damage equal to half of the damage dealt."
"Wild Charge, 15 PP; Physical, Electric; 20ft. The user moves adjacent to the target before making the attack roll. Deals 4d12 + Attack modifier damage, and user takes recoil damage equal to 1/4 of the damage dealt."
"Wildbolt Storm, 10 PP; Special, Electric; 30ft. Deals 5d12 + Special Attack modifier damage on hit, and on hit, roll a d10. On an 8-10, the target is paralyzed."
"Zap Cannon, 3 PP; Special, Electric; 30ft. Deals 6d10 + Special Attack modifier damage, and automatically paralyzes the target."
"Zing Zap, 10 PP; Physical, Electric; Melee. Deals 3d12 + Attack modifier damage, and on hit, roll a d10. On an 8-10, the target flinches."
"Zippy Zap, 3 PP; Special, Electric; 15ft. Pikachu only. Automatically crits. Deals 2d12 + Special Attack modifier damage."
"Bone Club, 20 PP; Physical, Ground ; Melee. Deals 2d12 + Attack modifier damage, and on hit, roll a d10. On a 10, the target flinches."
"Bone Rush, 15 PP; Physical, Ground; 10ft. Roll a d4+1, making a number of attacks equal to the roll. Deals 1d6 + Attack modifier damage."
"Bonemerang, 10 PP; Physical, Ground; 15ft. Make two attack rolls, each able to target a different individual. Deals 2d10 + Attack modifier damage."
"Bulldoze, 20 PP; Physical, Ground; 15ft radius. Make a separate attack on each target. Deals 2d12 + Attack modifier damage, and on hit, reduces target's Speed by 1 stage."
"Dig, 10 PP; Physical, Ground; Melee. On first using this move, the user digs underground and becomes semi-invulnerable to damage. On the next turn, the user can move up to double its movement speeds and make the attack against a target it moves to. Deals 4d10 + Attack modifier damage."
"Drill Run, 10 PP; Physical, Ground; 30ft line. Make a separate attack on each target, moving to the end of the line. Deals 3d12 + Attack modifier damage, and it crits on a 19-20."
"Earth Power, 10 PP; Special, Ground; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 4d10 + Special Attack modifier damage, and on hit, roll a d10. On a 10, reduce the target's Special Defense by 1 stage."
"Earthquake, 10 PP; Physical, Ground; 30ft radius. Make a separate attack on each target. Deals 4d12 + Attack modifier damage."
"Fissure, 5 PP; Physical, Ground; 15ft. Roll a d100. On a roll of 96 or higher, the target instantly faints."
"G-Max Sandblast; Physical or Special, Ground; 50ft. Sandaconda's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and creates a Sand Tomb centered on the target."
"Headlong Rush, 5 PP; Physical, Ground; 30ft. The user moves adjacent to the target before making the attack roll. Deals 5d10 + Attack modifier damage, and reduces user's Defense and Special Defense by 1 stage."
"High Horsepower, 10 PP; Physical, Ground; Melee. Deals 4d10 + Attack modifier damage."
"Land's Wrath, 10 PP; Physical, Ground; 15ft radius. Make a separate attack on each target. Deals 4d10 + Attack modifier damage."
"Magnitude, 25 PP; Physical, Ground; 15ft radius. Make a separate attack on each target. When using the move, roll a d20. On a 1, it deals 1d6 + Attack modifier damage, on a 2-5, deals 1d12 + Attack modifier damage, on a 6-9 deals 2d12 + Attack modifier damage, on a 10-14 deals 3d10 + Attack modifier damage, on a 15-17 deals 4d10 + Attack modifier damage, on a 18-19 deals 5d10 + Attack modifier damage, and on a 20 deals 6d12 + Attack modifier damage."
"Max Quake; Physical or Special, Ground; 50ft. Ground type max move. Deals 6d10 + Attack or Special Attack modifier damage, and raises the Special Defense of the user and all allies in range by 1 stage."
"Mud Bomb, 10 PP; Special, Ground; 30ft. Deals 2d12 + Special Attack modifier damage, and all targets within 15ft of the target take 1/2 of the damage dealt to the original target. On hit, roll a d10. On an 8-10, the target has disadvantage on its next attack roll."
"Mud Shot, 15 PP; Special, Ground; 15ft cone. Make a separate attack on each target. Deals 2d12 + Special Attack modifier damage and reduces the target's Speed by 1 stage."
"Mud Sport, 10 PP; Status, Ground; Self. Makes all Electric type attacks deal half damage for 5 rounds."
"Mud Slap, 10 PP; Special, Ground; 15ft. Deals 1d10 + Special Attack modifier damage, and the target's next attack is rolled at disadvantage."
"Precipice Blades, 10 PP ; Physical, Ground; 20ft cone. Make a separate attack on each target. Deals 5d10 + Attack modifier damage."
"Rototiller, 10 PP; Status, Ground; 30ft radius. Increases the Attack and Special Attack of all grounded Grass type allies in range."
"Sand Attack, 15 PP; Status, Ground; 15ft. Make an attack roll using Attack. On hit, the target has disadvantage on its next attack roll."
"Sand Tomb, 10 PP; Physical, Ground; 15ft radius. Make a separate attack on each target. Deals 1d12 + Attack modifier damage, and makes a ring of swirling sand. If an individual moves inside or outside of the ring, it takes 2d6 damage, and on each turn a target stays within the ring, at the end of its turn, it takes 1d6 damage, and individuals in the ring have their movement halved and can't be switched out. The ring lasts d4+1 turns, and the user cannot use Sand Tomb again until the current ring disappears."
"Sandsear Storm, 10 PP; Special, Ground; 30ft. Deals 5d12 + Special Attack modifier damage on hit, and on hit, roll a d10. On an 8-10, the target is burned."
"Scorching Sands, 10 PP; Special, Ground; 20ft. Deals 3d10 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, the target is burned. This move cures the user and target of frostbite."
"Shore Up, 1 PP; Status, Ground; Self. Restores HP equal to 1/2 of the user's max HP, or 2/3 of the user's max HP in a sandstorm."
"Spikes, 10 PP; Status, Ground; 30ft radius. Sets up a layer of spikes in the area. An individual that isn't a Flying type or Ground type takes 1d10 damage at the end of each turn while in the spikes. This increases to 1d12 damage with two layers of spikes, and again to 2d8 damage with three layers of spikes, and the field of spikes is difficult terrain. The user is unaffected by these spikes."
"Stomping Tantrum, 10 PP; Physical, Ground; Melee. Deals 3d12 + Attack modifier damage. Each time the user misses an attack, this move gains an additional die of damage. This bonus resets when it successfully lands an attack."
"Tectonic Rage; Physical or Special, Ground; 30ft. Ground type Z-Move. Deals 8d12 + Attack or Special Attack modifier damage."
"Thousand Arrows, 10 PP; Physical, Ground; 50ft. Make a separate attack on each target within a 25ft radius of the target. Make a separate attack on each target, including targets normally immune to Ground type moves. Deals 4d12 + Attack modifier damage."
"Thousand Waves, 10 PP; Physical, Ground; 20ft cone. Make a separate attack on each target. Deals 4d12 + Attack modifier damage, and the target becomes unable to move or switch out for 1d4+1 turns."
"Accelerock, 20 PP; Physical, Rock; Melee. Deals 2d12 + Attack modifier damage, and the move has priority."
"Ancient Power, 5 PP; Special, Rock; 30ft. Deals 3d10 + Special Attack modifier damage, and on hit, roll a d10. On a 10, increase user's Attack, Defense, Special Attack, Special Defense and Speed by 1 stage."
"Continental Crush; Physical or Special, Rock; 30ft. Rock type Z-Move. Deals 8d12 + Attack or Special Attack modifier damage."
"Diamond Storm, 5 PP; Physical, Rock; 20ft cone. Make a separate attack on each target. Deals 5d10 + Attack modifier damage, and for each hit target, roll a d20. On evens, increases the user's Defense by 2 stages."
"G-Max Volcalith; Physical or Special, Rock; 50ft. Coalossal's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and each non-Rock type within range takes 2d8 damage at the end of each turn for 4 turns."
"Head Smash, 3 PP; Physical, Rock; Melee. Deals 6d10 + Attack modifier damage and user takes recoil equal to half of the damage dealt."
"Max Rockfall; Physical or Special, Rock; 50ft. Rock type max move. Deals 6d10 + Attack or Special Attack modifier damage, and summons a sandstorm."
"Meteor Beam, 5 PP; Special, Rock; 50ft line. The user ends its turn after using this move and raising its Special Attack by 1 stage. On its next turn, the user makes a separate attack on each target in range. Deals 5d10 + Special Attack modifier damage."
"Mighty Cleave, 3 PP; Physical, Rock; 10ft. Deals 4d12 + Attack modifier damage and ignores moves that would have protected the user, such as Protect or Spiky Shield."
"Power Gem, 20 PP; Special, Rock; 30ft. Deals 3d12 + Special Attack modifier damage."
"Rock Blast, 15 PP; Physical, Rock; 15ft. Roll a d4+1, making a number of attacks equal to the roll. Deals 1d6 + Attack modifier damage."
"Rock Polish, 20 PP; Status, Rock; Self. Increases the user's Speed by 2 stages."
"Rock Slide, 10 PP; Physical, Rock; 30ft. Make attacks on each target within a 10ft radius, centered around the target. Deals 3d12 + Attack modifier damage, and on hit, roll a d10. On an 8-10, the target flinches."
"Rock Throw, 15 PP; Physical, Rock; 30ft. Deals 2d10 + Attack modifier damage."
"Rock Tomb, 15 PP; Physical, Rock; 30ft. Deals 2d12 + Attack modifier damage, and reduces the target's Speed by 1 stage and decreases their movement speeds by half until the start of its next turn."
"Rock Wrecker, 3 PP; Physical, Rock; 50ft. Deals 6d10 + Special Attack modifier damage and forces the user to skip its next turn to recharge."
"Rollout, 20 PP; Physical, Rock; 10ft. Deals 1d10 + Attack modifier damage, and the user continues to use this move on each of its turns until it misses. Each turn the user succeeds in damaging with this move, it adds an additional die of damage."
"Salt Cure, 15 PP; Physical, Rock; 15ft. Deals 2d10 + Attack modifier damage. The target takes 2d6 damage at the end of each of its turns, or 4d6 if the target is Water or Steel type."
"Sandstorm, 5 PP; Status, Rock; Self. Summon a sandstorm for 5 turns."
"Smack Down, 15 PP; Physical, Rock; 30ft. Deals 2d10 + Attack modifier damage, and if the target is not grounded, it becomes grounded and unable to use a flying or hovering speed until it is switched out or the user is switched out."
"Splintered Stormshards; Physical, Rock; 50ft. Lycanroc's Z-Move, using Stone Edge. Deals 9d8 + Special Attack modifier damage, and removes all terrain within a 50 foot radius of the user."
"Stealth Rock, 20 PP; Status, Rock; 30ft radius. Creates a field of stealth rocks around the user. Targets that move into the field or end their turn in the field take 3d10 + Attack modifier damage, which is affected by type effectiveness. Pokémon can only take this damage once per field of stealth rocks."
"Stone Axe, 15 PP; Physical, Rock; Melee. Deals 3d12 + Attack modifier damage, and creates a field of stealth rocks centered on the targets."
"Stone Edge, 5 PP; Physical, Rock; 30ft. Make attacks on each target within a 10ft radius, centered around the target. Deals 4d12 + Attack modifier damage, and crits on a 19-20."
"Tar Shot, 15 PP; Status, Rock; 15ft. Make an attack roll using Special Attack. On hit, the target becomes 2x weak to Fire type moves regardless of its typings, or 4x weak if it is already weak to Fire type moves, and reduces the target's Speed by 1 stage."
"Wide Guard, 3 PP; Status, Rock; Self. Uses a reaction to block an attack that can hit multiple Pokémon completely when hit, protecting all targets in the area. This only blocks the move that Wide Guard is used on."
"Astonish, 25 PP; Physical, Ghost; Melee. Deals 1d10 + Attack modifier damage, and on hit, roll a d10. On an 8-10, the target flinches."
"Astral Barrage, 5 PP; Special, Ghost; 30ft. Make attacks on each target within a 10ft radius, centered around the target. Deals 5d10 + Special Attack modifier damage."
"Bitter Malice, 10 PP; Special, Ghost; 30ft. Deals 3d12 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, the target is frostbitten. Deals 6d12 + Special Attack modifier damage instead if the target is afflicted with a non-volatiles status condition (burn, paralysis, poison, etc)."
"Confuse Ray, 10 PP; Status, Ghost; 15ft. Make an attack roll using Special Attack. On hit, the target is confused."
"Curse, 10 PP; Status, Ghost; Self/30ft. If the user is not a Ghost type, increases Defense and Attack by 1 stage but lowers Speed by 1 stage. If the user is a Ghost type, make an attack roll using Special Attack against the target. On hit, the user takes damage equal to half of its max HP and inflicts a target within 30 feet of the user with a curse."
"Destiny Bond, 1 PP; Status, Ghost; Self. If the user faints as a result of an attack from an individual, it may use its reaction to cause the attacker to faint as well."
